CustomerKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,Education,Occupation,AddressLine1,AddressLine2,Phone,DateFirstPurchase
26647,AW00026012,NULL,Mark,E,Bebbington,1969-08-12,M,M,mark8@adventure-works.com,Partial College,Skilled Manual,48 Lacanda Ct.,NULL,113-555-0157,2011-10-08
26646,AW00026011,NULL,Daisuke,NULL,Yanagishima,1970-03-07,S,F,daisuke0@adventure-works.com,Graduate Degree,Professional,5766 Newcastle Road,NULL,126-555-0120,2011-09-05
26645,AW00026010,NULL,Morgan,W,Campbell,1965-06-21,M,F,morgan5@adventure-works.com,Graduate Degree,Professional,6125 Clay Way,NULL,894-555-0140,2013-03-02
26644,AW00026009,NULL,Luis,R,Foster,1965-03-12,M,M,luis15@adventure-works.com,Graduate Degree,Professional,9836 Hanson Lane,NULL,239-555-0151,2013-12-28
26643,AW00026008,NULL,Jennifer,NULL,Gonzales,1970-06-19,M,F,jennifer90@adventure-works.com,Graduate Degree,Professional,9494 Buena Vista,NULL,101-555-0135,2014-01-20
26642,AW00026007,NULL,Jesse,NULL,Morgan,1970-04-04,M,M,jesse13@adventure-works.com,Bachelors,Professional,8905 Candlestick Dr.,NULL,810-555-0148,2013-06-07
26641,AW00026006,NULL,Garrett,NULL,Peterson,1965-04-22,M,M,garrett10@adventure-works.com,Bachelors,Professional,4234 Coggins Dr.,NULL,422-555-0170,2013-11-25
26640,AW00026005,NULL,Elizabeth,J,Clark,1966-05-18,M,F,elizabeth23@adventure-works.com,Partial College,Skilled Manual,2293 Tono Lane,NULL,561-555-0152,2011-09-14
26639,AW00026004,NULL,Arthur,NULL,Washington,1966-05-08,M,F,arthur45@adventure-works.com,Partial College,Skilled Manual,8481 Cloverleaf Circle,NULL,383-555-0171,2011-09-11
26638,AW00026003,NULL,Denise,NULL,Subram,1973-05-24,S,F,denise14@adventure-works.com,Graduate Degree,Professional,3974 Central Ave.,NULL,564-555-0159,2011-09-10
26637,AW00026002,NULL,Samuel,J,Walker,1973-04-01,S,M,samuel72@adventure-works.com,Partial College,Skilled Manual,5509 Mt. Wilson Way,NULL,487-555-0168,2011-09-28
26636,AW00026001,NULL,Nicholas,G,Lee,1972-09-21,S,M,nicholas2@adventure-works.com,Partial College,Skilled Manual,162 Frisbie Court,NULL,526-555-0133,2011-09-23
26635,AW00026000,NULL,Connor,NULL,Lopez,1971-10-02,S,M,connor40@adventure-works.com,Bachelors,Professional,9073 Mayda Way,NULL,666-555-0112,2013-06-01
26634,AW00025999,NULL,Joshua,F,Thompson,1965-12-29,M,M,joshua17@adventure-works.com,High School,Skilled Manual,9903 East Leland,NULL,923-555-0117,2012-06-25
26633,AW00025998,NULL,Richard,L,Rivera,1966-09-01,M,M,richard89@adventure-works.com,Partial College,Skilled Manual,3729 Via Del Verdes,NULL,154-555-0152,2011-09-14
26632,AW00025997,NULL,Katherine,NULL,Wright,1967-05-21,M,F,katherine68@adventure-works.com,Partial College,Skilled Manual,5180 Northridge Drive,NULL,446-555-0171,2011-09-08
26631,AW00025996,NULL,Faith,NULL,Murphy,1967-02-12,M,F,faith32@adventure-works.com,Partial College,Skilled Manual,3818 Landing Drive,NULL,753-555-0119,2011-08-28
26630,AW00025995,NULL,Jack,R,Phillips,1966-09-30,M,M,jack41@adventure-works.com,High School,Skilled Manual,8656 Roskelley Dr.,NULL,362-555-0167,2012-06-26
26629,AW00025994,NULL,Richard,NULL,Garcia,1983-03-10,S,M,richard10@adventure-works.com,High School,Skilled Manual,6337 Hill Dr,NULL,154-555-0197,2011-08-05
26628,AW00025993,NULL,Heidi,H,Chandra,1977-11-20,S,F,heidi4@adventure-works.com,High School,Skilled Manual,8678 Hartnell Court,NULL,489-555-0157,2011-08-26
26627,AW00025992,NULL,Stephanie,NULL,Flores,1967-11-09,M,F,stephanie39@adventure-works.com,Partial College,Skilled Manual,1807 Trafalgar Circle,NULL,583-555-0119,2012-04-18
26626,AW00025991,NULL,Arianna,NULL,Hayes,1973-03-08,M,F,arianna20@adventure-works.com,Partial College,Skilled Manual,5150 82nd Ave,NULL,582-555-0144,2012-04-06
26625,AW00025990,NULL,Jenna,A,Parker,1968-02-19,S,F,jenna7@adventure-works.com,Bachelors,Professional,8311 Roland Drive,NULL,276-555-0163,2011-08-16
26624,AW00025989,NULL,Jeremy,NULL,Price,1973-01-14,M,M,jeremy21@adventure-works.com,Bachelors,Professional,2225 Stillwater Court,NULL,836-555-0162,2012-04-20
26623,AW00025988,NULL,Victor,M,Muñoz,1973-01-14,S,M,victor9@adventure-works.com,High School,Skilled Manual,6432 Vista Way,NULL,946-555-0113,2013-08-22
26622,AW00025987,NULL,Hunter,NULL,Kumar,1978-11-18,M,M,hunter23@adventure-works.com,High School,Skilled Manual,222 Hunter Drive,NULL,475-555-0151,2011-08-10
26621,AW00025986,NULL,Isabel,L,Bryant,1968-07-23,M,F,isabel17@adventure-works.com,Graduate Degree,Professional,1567 Midway Ct,NULL,321-555-0166,2011-08-07
26620,AW00025985,NULL,Justin,L,Harris,1968-11-23,M,M,justin41@adventure-works.com,Graduate Degree,Professional,9260 Brown St.,NULL,544-555-0177,2011-07-11
26619,AW00025984,NULL,Isabella,D,Wright,1969-05-25,S,F,isabella51@adventure-works.com,Graduate Degree,Professional,6288 Relief Valley Ct.,NULL,933-555-0122,2011-07-08
26618,AW00025983,NULL,Jack,J,Alexander,1969-02-18,M,M,jack19@adventure-works.com,Bachelors,Professional,5619 Gathering Court,NULL,204-555-0126,2013-08-11
26617,AW00025982,NULL,Rebecca,NULL,Phillips,1968-10-14,S,F,rebecca8@adventure-works.com,Bachelors,Professional,6374 St. Germain Lane,NULL,994-555-0167,2011-07-24
26616,AW00025981,NULL,Isaiah,NULL,Howard,1969-05-14,M,M,isaiah10@adventure-works.com,Bachelors,Professional,2904 El Pueblo Pl.,NULL,916-555-0156,2012-03-14
26615,AW00025980,NULL,Julia,M,Jones,1974-04-06,S,F,julia25@adventure-works.com,Bachelors,Professional,2934 Bentley St.,NULL,667-555-0165,2011-07-14
26614,AW00025979,NULL,Miguel,NULL,Edwards,1974-01-29,S,M,miguel44@adventure-works.com,Bachelors,Professional,5090 Pepper Way,NULL,627-555-0180,2011-07-11
26613,AW00025978,NULL,Morgan,NULL,Perez,1931-05-23,S,F,morgan9@adventure-works.com,Bachelors,Professional,9838 Westchester Pl.,NULL,116-555-0188,2011-07-15
26612,AW00025977,NULL,Jenna,M,Lopez,1979-04-20,M,F,jenna20@adventure-works.com,Graduate Degree,Professional,3747 Likins Avenue,NULL,278-555-0179,2011-07-03
26611,AW00025976,NULL,Hunter,F,Coleman,1973-10-15,S,M,hunter2@adventure-works.com,Bachelors,Professional,3824 Birch Bark Rd,NULL,168-555-0167,2011-06-14
26610,AW00025975,NULL,Ebony,R,Gutierrez,1968-09-17,S,F,ebony33@adventure-works.com,Bachelors,Professional,9938 Eastgate Lane,NULL,847-555-0167,2011-06-02
26609,AW00025974,NULL,Noah,E,Jai,1974-04-01,M,M,noah26@adventure-works.com,Bachelors,Professional,1082 Crivello Avenue,NULL,452-555-0118,2011-06-20
26608,AW00025973,NULL,Mariah,NULL,Griffin,1968-09-10,S,F,mariah25@adventure-works.com,Bachelors,Professional,8660 San Vincente Drive,NULL,988-555-0116,2011-06-03
26607,AW00025972,NULL,Jocelyn,NULL,Henderson,1969-01-01,S,F,jocelyn5@adventure-works.com,Bachelors,Professional,3187 Westwood Court,NULL,461-555-0112,2011-06-02
26606,AW00025971,NULL,Savannah,NULL,Young,1968-10-05,S,F,savannah40@adventure-works.com,Bachelors,Professional,280 Plymouth Dr.,NULL,785-555-0136,2012-03-20
26605,AW00025970,NULL,Hailey,C,James,1970-03-13,S,F,hailey17@adventure-works.com,Bachelors,Skilled Manual,3544 Brush Creek Drive,NULL,378-555-0188,2011-06-25
26604,AW00025969,NULL,Jason,F,Parker,1969-10-15,M,M,jason29@adventure-works.com,Bachelors,Skilled Manual,7338 Solano Drive,NULL,563-555-0110,2011-06-14
26603,AW00025968,NULL,Benjamin,F,Powell,1970-04-08,M,M,benjamin9@adventure-works.com,Bachelors,Skilled Manual,5070 Via Alta,NULL,898-555-0166,2013-11-18
26602,AW00025967,NULL,Alexis,S,Martinez,1963-03-25,M,F,alexis14@adventure-works.com,Partial High School,Skilled Manual,3783 Dartmouth Way,NULL,837-555-0194,2013-07-01
26601,AW00025966,NULL,Alex,B,Watson,1971-12-15,M,M,alex3@adventure-works.com,Graduate Degree,Management,5047 Northwood Dr.,NULL,137-555-0122,2013-07-07
26600,AW00025965,NULL,Andrea,A,Roberts,1971-12-20,S,F,andrea29@adventure-works.com,Graduate Degree,Management,5196 Jabber Place,NULL,173-555-0161,2013-05-14
26599,AW00025964,NULL,Christopher,NULL,Winston,1979-08-09,S,M,christopher26@adventure-works.com,Partial College,Professional,5603 Blackridge Drive,NULL,269-555-0153,2011-06-12
26598,AW00025963,NULL,Charles,NULL,Morris,1980-05-13,S,M,charles66@adventure-works.com,Partial College,Professional,6857 Bentley St.,NULL,233-555-0153,2014-01-03
26597,AW00025962,NULL,Jordyn,J,Jenkins,1984-01-25,S,F,jordyn6@adventure-works.com,Bachelors,Management,2383 Mt. Davidson Court,NULL,375-555-0183,2011-06-29
26596,AW00025961,NULL,Ricardo,T,Goel,1962-09-24,S,M,ricardo18@adventure-works.com,High School,Skilled Manual,5083 Bates Court,NULL,1 (11) 500 555-0135,2011-12-31
26595,AW00025960,NULL,Willie,S,Cai,1962-12-03,M,M,willie19@adventure-works.com,High School,Skilled Manual,4720 Black Pine Lane,NULL,1 (11) 500 555-0121,2012-01-22
26594,AW00025959,NULL,Katherine,NULL,Hall,1982-05-10,S,F,katherine96@adventure-works.com,Partial College,Professional,8795 Cunha Ct.,NULL,370-555-0119,2013-04-08
26593,AW00025958,NULL,Alfredo,W,Ortega,1961-09-08,S,M,alfredo23@adventure-works.com,High School,Skilled Manual,1032 Buena Vista,NULL,1 (11) 500 555-0188,2012-01-07
26592,AW00025957,NULL,Stephanie,NULL,Washington,1982-01-07,M,F,stephanie40@adventure-works.com,Partial College,Professional,3556 Mt. Tri-state Court,NULL,418-555-0180,2013-06-14
26591,AW00025956,NULL,Charles,J,Ramirez,1980-06-18,M,M,charles55@adventure-works.com,High School,Skilled Manual,9323 Cowell Road,NULL,509-555-0118,2013-07-27
26590,AW00025955,NULL,Anna,NULL,Robinson,1980-11-12,S,F,anna56@adventure-works.com,Partial College,Skilled Manual,923 Woodbury Place,NULL,173-555-0186,2011-06-19
26589,AW00025954,NULL,Noah,E,Carter,1981-02-06,M,M,noah37@adventure-works.com,Partial College,Skilled Manual,9720 Dalis Dr.,NULL,625-555-0118,2013-05-27
26588,AW00025953,NULL,Hunter,A,Butler,1981-05-10,M,M,hunter11@adventure-works.com,High School,Skilled Manual,701 Golf Club Road,NULL,153-555-0152,2013-03-28
26587,AW00025952,NULL,Jon,NULL,Alonso,1980-11-18,S,M,jon18@adventure-works.com,High School,Skilled Manual,9518 Lakeview Place,NULL,410-555-0144,2011-06-04
26586,AW00025951,NULL,Anthony,A,Anderson,1986-03-15,S,M,anthony19@adventure-works.com,High School,Skilled Manual,4264 Oak Creek Ct.,NULL,148-555-0116,2011-06-12
26585,AW00025950,NULL,Kyle,NULL,Kumar,1980-12-23,S,M,kyle24@adventure-works.com,High School,Skilled Manual,1640 West Way,NULL,486-555-0196,2013-12-18
26584,AW00025949,NULL,Summer,C,Raman,1959-07-18,S,F,summer10@adventure-works.com,Partial High School,Clerical,3986 Spring Hill Road,NULL,1 (11) 500 555-0185,2011-12-03
26583,AW00025948,NULL,Christine,D,Stone,1965-05-06,S,F,christine1@adventure-works.com,Partial High School,Clerical,901 Newport Drive,NULL,1 (11) 500 555-0126,2011-12-21
26582,AW00025947,NULL,Sam,NULL,Wilson,1960-04-11,S,M,sam3@adventure-works.com,Partial High School,Clerical,1485 La Vista Avenue,NULL,1 (11) 500 555-0150,2011-12-08
26581,AW00025946,Ms.,Britta,NULL,Simon,1964-03-19,M,F,britta1@adventure-works.com,Partial College,Skilled Manual,6441 Co Road,NULL,274-555-0100,2011-12-26
26580,AW00025945,NULL,Brent,J,Guo,1957-08-16,M,M,brent17@adventure-works.com,High School,Skilled Manual,6199 G St.,NULL,1 (11) 500 555-0115,2011-12-22
26579,AW00025944,NULL,Ronald,NULL,Perez,1958-04-17,S,M,ronald24@adventure-works.com,Partial High School,Clerical,5421 Almond Avenue,NULL,1 (11) 500 555-0168,2011-12-10
26578,AW00025943,NULL,Brianna,NULL,McDonald,1984-08-02,S,F,brianna55@adventure-works.com,Partial College,Skilled Manual,5765 Mellowood St.,NULL,236-555-0183,2011-06-12
26577,AW00025942,NULL,Brianna,J,Brooks,1985-07-16,S,F,brianna45@adventure-works.com,Partial College,Skilled Manual,3162 Asilomaar Dr,NULL,135-555-0160,2011-05-16
26576,AW00025941,NULL,Molly,NULL,Perez,1956-11-13,M,F,molly20@adventure-works.com,Partial High School,Clerical,4023 Glen Court,NULL,1 (11) 500 555-0192,2011-12-16
26575,AW00025940,NULL,Gerald,NULL,Arun,1957-02-10,S,M,gerald36@adventure-works.com,Partial High School,Clerical,5296 Birchwood,NULL,1 (11) 500 555-0112,2011-12-18
26574,AW00025939,NULL,Willie,A,Tang,1961-10-20,M,M,willie23@adventure-works.com,Partial High School,Clerical,678 Acardia Pl,NULL,1 (11) 500 555-0110,2011-12-11
26573,AW00025938,NULL,Marvin,NULL,Gutierrez,1955-04-21,S,M,marvin11@adventure-works.com,Partial College,Clerical,1538 Mt. Diablo St.,# 147,1 (11) 500 555-0118,2011-11-25
26572,AW00025937,NULL,Jon,NULL,Yuan,1960-04-18,M,M,jon47@adventure-works.com,Partial High School,Clerical,9270 Lakewood Court,NULL,1 (11) 500 555-0112,2011-11-07
26571,AW00025936,NULL,Deanna,H,Schmidt,1960-10-23,S,F,deanna46@adventure-works.com,Partial High School,Clerical,4535 The Alameda,NULL,1 (11) 500 555-0111,2011-11-05
26570,AW00025935,NULL,April,A,Tang,1954-09-15,M,F,april4@adventure-works.com,Partial High School,Clerical,2601 D Bel Air Drive,NULL,1 (11) 500 555-0161,2011-11-10
26569,AW00025934,NULL,Luke,NULL,King,1983-03-23,S,M,luke49@adventure-works.com,Partial College,Skilled Manual,9546 Cardinal Ct.,NULL,118-555-0120,2013-12-30
26568,AW00025933,NULL,Dalton,L,Stewart,1982-12-03,S,M,dalton88@adventure-works.com,Partial College,Skilled Manual,2269 Bynum Way,NULL,972-555-0138,2013-08-28
26567,AW00025932,NULL,Marcus,NULL,Rodriguez,1983-05-25,S,M,marcus21@adventure-works.com,Partial College,Skilled Manual,5863 Sierra,NULL,250-555-0141,2014-01-21
26566,AW00025931,NULL,Ryan,M,Henderson,1983-02-07,S,M,ryan7@adventure-works.com,Partial College,Skilled Manual,4292 Wellington Avenue,NULL,813-555-0141,2013-07-24
26565,AW00025930,NULL,Ethan,L,Harris,1983-01-07,S,M,ethan47@adventure-works.com,Partial College,Skilled Manual,8782 Jamie Way.,NULL,353-555-0161,2013-06-05
26564,AW00025929,NULL,Alexandra,NULL,Gray,1983-03-25,S,F,alexandra17@adventure-works.com,Partial College,Skilled Manual,3799 Hilton Way,NULL,530-555-0166,2013-04-10
26563,AW00025928,NULL,Mario,J,Sharma,1953-12-06,M,M,mario7@adventure-works.com,High School,Skilled Manual,1039 Adelaide St.,NULL,1 (11) 500 555-0146,2011-11-03
26562,AW00025927,NULL,Tiffany,NULL,Guo,1954-06-03,S,F,tiffany18@adventure-works.com,High School,Skilled Manual,1721 Driving,NULL,1 (11) 500 555-0158,2011-10-29
26561,AW00025926,NULL,Larry,NULL,Gutierrez,1959-09-12,M,M,larry13@adventure-works.com,High School,Skilled Manual,3433 Roland Dr.,NULL,1 (11) 500 555-0190,2011-11-04
26560,AW00025925,NULL,Brianna,NULL,Cooper,1983-05-02,M,F,brianna35@adventure-works.com,Bachelors,Professional,6482 Colt Ct.,NULL,117-555-0114,2013-04-29
26559,AW00025924,NULL,Hannah,NULL,Robinson,1984-05-19,S,F,hannah16@adventure-works.com,Partial College,Skilled Manual,536 Beech Ct.,NULL,609-555-0161,2011-05-13
26558,AW00025923,NULL,Mason,W,Parker,1959-02-19,S,M,mason20@adventure-works.com,Partial High School,Clerical,2281 West Road,NULL,1 (11) 500 555-0161,2013-02-02
26557,AW00025922,NULL,Veronica,J,Malhotra,1953-03-13,S,F,veronica5@adventure-works.com,Partial College,Clerical,5957 Hill Drive,NULL,1 (11) 500 555-0136,2011-11-24
26556,AW00025921,NULL,Colin,NULL,Shan,1958-09-16,S,M,colin33@adventure-works.com,Partial College,Clerical,1524 Reva Dr.,NULL,1 (11) 500 555-0176,2011-10-21
26555,AW00025920,NULL,Orlando,NULL,Gutierrez,1951-12-15,M,M,orlando10@adventure-works.com,Bachelors,Management,2834 Clifford Court,NULL,1 (11) 500 555-0178,2011-10-18
26554,AW00025919,NULL,Dana,D,Ramos,1957-10-30,M,F,dana10@adventure-works.com,Partial College,Clerical,1906 Adobe Dr.,NULL,1 (11) 500 555-0142,2011-10-08
26553,AW00025918,NULL,Carly,NULL,Anand,1951-08-10,S,F,carly20@adventure-works.com,Partial College,Clerical,8411 Mt. Orange Place,NULL,1 (11) 500 555-0176,2011-10-26
26552,AW00025917,NULL,Kyle,NULL,Long,1983-09-22,M,M,kyle4@adventure-works.com,Partial College,Skilled Manual,1248 Tanager Cir,NULL,580-555-0126,2011-05-01
26551,AW00025916,NULL,Naomi,NULL,Serrano,1984-01-10,M,F,naomi17@adventure-works.com,Partial College,Skilled Manual,8018 Pinnacle Drive,NULL,871-555-0191,2011-05-13
26550,AW00025915,NULL,Paige,J,Bryant,1983-11-06,S,F,paige17@adventure-works.com,Partial College,Skilled Manual,6136 North 68th St,NULL,368-555-0178,2013-10-27
26549,AW00025914,NULL,Seth,NULL,Hughes,1983-09-29,M,M,seth59@adventure-works.com,Partial College,Skilled Manual,5043 Minert Rd.,NULL,703-555-0128,2013-08-27
26548,AW00025913,NULL,Beth,A,Srini,1958-08-06,M,M,beth25@adventure-works.com,Partial High School,Clerical,9759 La Salle Ave.,NULL,1 (11) 500 555-0191,2013-11-14
26547,AW00025912,NULL,Walter,R,Rubio,1952-12-19,M,M,walter14@adventure-works.com,Partial High School,Clerical,5103 Farm Bureau Rd,NULL,1 (11) 500 555-0177,2013-06-27
26546,AW00025911,NULL,Alexandra,NULL,Sanders,1983-09-30,S,F,alexandra22@adventure-works.com,High School,Skilled Manual,7644 Corte Segunda,NULL,932-555-0172,2012-03-29
26545,AW00025910,NULL,Natalie,R,Miller,1985-03-17,M,F,natalie73@adventure-works.com,Partial College,Skilled Manual,5927 Diokmo Ct.,NULL,117-555-0198,2011-05-28
26544,AW00025909,NULL,Chase,J,James,1984-12-02,M,M,chase0@adventure-works.com,Partial College,Skilled Manual,5763 Reed Way,NULL,144-555-0188,2011-05-24
26543,AW00025908,NULL,Melissa,NULL,Long,1984-09-19,M,F,melissa4@adventure-works.com,Partial College,Skilled Manual,7855 Waterhigh Street,NULL,520-555-0114,2014-01-26
26542,AW00025907,NULL,Kelli,NULL,Shen,1950-02-21,M,F,kelli25@adventure-works.com,High School,Skilled Manual,5862 Crivello Ave.,NULL,1 (11) 500 555-0118,2014-01-14
26541,AW00025906,NULL,Crystal,NULL,Zhao,1949-09-30,S,F,crystal11@adventure-works.com,High School,Skilled Manual,9896 Walkim Court,NULL,1 (11) 500 555-0161,2013-11-13
26540,AW00025905,NULL,Nathan,K,Hayes,1964-11-21,M,M,nathan19@adventure-works.com,Partial High School,Skilled Manual,2625 Poncho St,NULL,131-555-0124,2011-04-05
26539,AW00025904,NULL,Ian,NULL,Collins,1959-05-15,S,M,ian39@adventure-works.com,High School,Professional,2755 Fairfield Ave,NULL,172-555-0177,2013-12-02
26538,AW00025903,NULL,Marshall,A,Rai,1957-11-20,M,M,marshall38@adventure-works.com,Partial High School,Skilled Manual,1349 Stephine Way,NULL,494-555-0140,2011-04-10
26537,AW00025902,NULL,Cameron,NULL,Li,1958-01-03,M,M,cameron22@adventure-works.com,Partial High School,Skilled Manual,1176 Oil Road,NULL,717-555-0118,2013-02-22
26536,AW00025901,NULL,Lucas,E,Harris,1958-05-15,M,M,lucas27@adventure-works.com,Partial High School,Skilled Manual,404 Sunshine,NULL,921-555-0176,2011-04-12
26535,AW00025900,NULL,Haley,NULL,Sanders,1957-10-12,M,F,haley19@adventure-works.com,Partial High School,Skilled Manual,4009 San Ysidro Court,NULL,299-555-0126,2013-05-18
26534,AW00025899,NULL,Caitlin,D,Rogers,1958-04-03,M,F,caitlin17@adventure-works.com,High School,Professional,6211 Piedmont Dr,NULL,628-555-0110,2013-03-11
26533,AW00025898,NULL,Brittney,L,Cai,1958-05-16,M,F,brittney20@adventure-works.com,High School,Professional,4837 Mohr Lane,NULL,149-555-0119,2013-07-07
26532,AW00025897,NULL,Kimberly,NULL,Bailey,1958-04-11,M,F,kimberly18@adventure-works.com,High School,Professional,4499 Alpha Way,NULL,350-555-0149,2013-10-11
26531,AW00025896,NULL,Marissa,NULL,Coleman,1958-01-31,M,F,marissa4@adventure-works.com,High School,Professional,6994 Walnut Ave,NULL,994-555-0149,2013-06-25
26530,AW00025895,NULL,Jesse,M,Richardson,1957-09-02,M,M,jesse9@adventure-works.com,Partial High School,Skilled Manual,4364 Chelsea,NULL,691-555-0172,2011-04-04
26529,AW00025894,NULL,Steve,NULL,Zeng,1956-10-30,M,M,steve25@adventure-works.com,Partial College,Professional,717 Westwood Court,NULL,649-555-0123,2013-07-26
26528,AW00025893,NULL,Alexia,NULL,Alexander,1956-10-23,S,F,alexia15@adventure-works.com,High School,Professional,1733 Concord Place,NULL,356-555-0116,2013-04-26
26527,AW00025892,NULL,Stephanie,NULL,Price,1956-09-17,M,F,stephanie28@adventure-works.com,High School,Professional,3083 Boatwright Dr.,#6,192-555-0173,2012-02-12
26526,AW00025891,NULL,Brandon,J,Johnson,1956-03-20,S,M,brandon38@adventure-works.com,Bachelors,Management,1450 A St.,NULL,516-555-0162,2011-04-30
26525,AW00025890,NULL,Chloe,D,Brown,1956-03-14,M,F,chloe38@adventure-works.com,Partial College,Professional,2944 Wren Ave,NULL,658-555-0137,2013-02-15
26524,AW00025889,NULL,Reginald,C,Munoz,1955-11-23,M,M,reginald14@adventure-works.com,Partial College,Professional,9622 Precipice Court,NULL,808-555-0181,2011-03-12
26523,AW00025888,NULL,Morgan,D,Edwards,1961-04-19,M,F,morgan1@adventure-works.com,Partial College,Professional,525 Sea Point Way,NULL,890-555-0175,2011-03-09
26522,AW00025887,NULL,Jack,J,Collins,1961-05-20,M,M,jack37@adventure-works.com,Partial College,Professional,318 Liana Lane,NULL,945-555-0193,2011-03-04
26521,AW00025886,NULL,Rachel,NULL,Rogers,1955-11-14,M,F,rachel30@adventure-works.com,Partial College,Professional,3168 Thames Drive,NULL,262-555-0119,2011-03-21
26520,AW00025885,NULL,Hailey,S,Washington,1961-10-13,M,F,hailey33@adventure-works.com,Partial High School,Skilled Manual,9276 Blackwood Drive,NULL,380-555-0191,2013-08-24
26519,AW00025884,NULL,Elijah,S,Evans,1956-04-17,M,M,elijah29@adventure-works.com,Partial High School,Skilled Manual,3055 Mt. Trinity Ct.,NULL,734-555-0154,2013-06-10
26518,AW00025883,NULL,Luis,E,Carter,1960-01-31,M,M,luis43@adventure-works.com,Partial College,Professional,8052 Weston Court,NULL,657-555-0155,2012-02-14
26517,AW00025882,NULL,Edward,S,Roberts,1954-02-20,M,M,edward15@adventure-works.com,Bachelors,Management,130 North Main St.,NULL,597-555-0116,2013-05-29
26516,AW00025881,NULL,Jennifer,NULL,Clark,1959-03-19,M,F,jennifer46@adventure-works.com,Bachelors,Management,4509 N. Michell Canyon Rd.,NULL,112-555-0188,2014-01-04
26515,AW00025880,NULL,Jackson,NULL,Kumar,1953-11-05,M,M,jackson1@adventure-works.com,Bachelors,Management,5785 Ygnacio Valley Road,NULL,978-555-0158,2013-09-23
26514,AW00025879,NULL,Alyssa,S,Wood,1953-12-09,S,F,alyssa48@adventure-works.com,Bachelors,Management,9838 Carob Way,NULL,166-555-0119,2011-03-17
26513,AW00025878,NULL,Brianna,E,Simmons,1953-12-07,S,F,brianna60@adventure-works.com,Bachelors,Management,3029 Heather Leaf Ln.,NULL,706-555-0114,2011-02-23
26512,AW00025877,NULL,Alyssa,NULL,Price,1954-06-03,S,F,alyssa47@adventure-works.com,Partial College,Professional,1721 Dianda,NULL,553-555-0180,2014-01-24
26511,AW00025876,NULL,Noah,NULL,King,1953-11-30,M,M,noah46@adventure-works.com,Partial College,Professional,4421 Euclid Ave.,NULL,498-555-0178,2011-02-18
26510,AW00025875,NULL,Jocelyn,D,Price,1959-06-09,M,F,jocelyn0@adventure-works.com,High School,Professional,329 Shell Dr,NULL,203-555-0154,2012-02-16
26509,AW00025874,NULL,Jessica,NULL,Hall,1958-08-11,M,F,jessica72@adventure-works.com,Bachelors,Management,786 Rachele Road,NULL,812-555-0126,2013-11-05
26508,AW00025873,NULL,Isaiah,NULL,Sanders,1952-11-10,S,M,isaiah2@adventure-works.com,Bachelors,Management,8879 Alray Dr.,NULL,550-555-0179,2013-11-03
26507,AW00025872,NULL,Melanie,H,Ross,1964-04-12,S,F,melanie19@adventure-works.com,Bachelors,Management,7419 Heights Avenue,NULL,272-555-0191,2011-02-12
26506,AW00025871,NULL,Jason,R,Nelson,1952-12-20,S,M,jason38@adventure-works.com,High School,Professional,8537 Bayview Circle,NULL,853-555-0127,2013-09-06
26505,AW00025870,NULL,Edward,M,Gonzales,1953-03-31,M,M,edward65@adventure-works.com,High School,Professional,8474 Haynes Court,NULL,347-555-0116,2013-06-04
26504,AW00025869,NULL,Lucas,NULL,Parker,1958-08-06,M,M,lucas9@adventure-works.com,High School,Professional,7040 Bush Avenue,NULL,784-555-0110,2013-08-19
26503,AW00025868,NULL,Jessica,W,Lewis,1952-05-03,M,F,jessica69@adventure-works.com,Bachelors,Management,4591 Paso Del Rio Court,NULL,569-555-0148,2011-02-21
26502,AW00025867,NULL,Carlos,A,Carter,1952-04-18,S,M,carlos38@adventure-works.com,Bachelors,Management,1019 Buchanan Road,NULL,513-555-0141,2011-02-27
26501,AW00025866,NULL,Tristan,G,Perry,1952-05-09,M,M,tristan8@adventure-works.com,High School,Professional,7917 Snowberry Court,NULL,361-555-0153,2011-01-24
26500,AW00025865,NULL,Tristan,NULL,Butler,1951-11-06,M,M,tristan15@adventure-works.com,High School,Professional,6654 Shelly Dr.,NULL,981-555-0185,2011-01-19
26499,AW00025864,NULL,Petr,NULL,Lazecky,1951-12-05,M,F,petr0@adventure-works.com,High School,Professional,5497 St. Andrews Way,NULL,726-555-0126,2012-02-09
26498,AW00025863,NULL,Sydney,S,Wright,1952-06-01,S,F,sydney61@adventure-works.com,High School,Professional,4193 E. 28th Street,NULL,285-555-0113,2010-12-29
26497,AW00025862,NULL,Jared,NULL,Bell,1951-03-02,M,M,jared15@adventure-works.com,Partial High School,Skilled Manual,4066 St. Germain Lane,NULL,149-555-0130,2013-08-25
26496,AW00025861,NULL,Garrett,C,Cooper,1950-08-26,M,M,garrett13@adventure-works.com,Partial High School,Skilled Manual,5854 Lombardy Lane,NULL,150-555-0160,2011-01-06
26495,AW00025860,NULL,Justin,J,Thomas,1950-11-24,S,M,justin30@adventure-works.com,Partial High School,Clerical,1023 Riveria Way,NULL,518-555-0138,2013-09-26
26494,AW00025859,NULL,Mackenzie,M,Peterson,1950-12-02,S,F,mackenzie3@adventure-works.com,Partial High School,Clerical,3752 San Ramon Valley Blvd.,NULL,490-555-0161,2013-06-14
